2.1000000000000001e+00,-1.6659802346874986e+00,8.7240196242187817e-01,1.5980301037425518e+06,8.9594695462484914e+05
2.1272727272727274e+00,-1.6337484281250068e+00,8.4849558132812708e-01,1.4894302938223069e+06,8.7618708495197899e+05
2.1545454545454548e+00,-1.6054470971875110e+00,8.3255522749999855e-01,1.4406483089490007e+06,8.4459361713784025e+05
2.1818181818181817e+00,-1.5737950459375036e+00,8.1169933875000078e-01,1.2974719690039945e+06,8.0668376132947358e+05
2.2090909090909090e+00,-1.5391738674999957e+00,7.8499891929687549e-01,1.2042402786795576e+06,7.2355558684912988e+05
2.2363636363636363e+00,-1.4881511881249989e+00,7.1270304515625016e-01,1.0488119014249621e+06,2.1989574641074221e+04
2.2636363636363637e+00,-1.4558889018749921e+00,6.9371045453124891e-01,1.2398875264855304e+06,7.7053064685870311e+05
2.2909090909090910e+00,-1.3932318339062497e+00,5.6999346343750135e-01,9.6717052385098173e+05,2.2020588640620897e+05
2.3181818181818183e+00,-1.3428133703125020e+00,5.0867014187499970e-01,9.0365257263149577e+05,4.5024377670082799e+05
2.3454545454545452e+00,-1.2864545868749964e+00,3.8075792148437532e-01,7.4791166328113142e+05,2.7158416170916974e+05
2.3727272727272726e+00,-1.2532752996875007e+00,3.2334815734375039e-01,7.9104291565683112e+05,9.2597539006224411e+04
2.3999999999999999e+00,-1.2115289275000025e+00,2.6088989742187479e-01,5.7336561281500652e+05,7.5700840979003897e+02
