2.1000000000000001e+00,-1.6626295826464836e+00,8.6958176683593325e-01,2.4969271808527738e+07,1.4388702791112971e+07
2.1272727272727274e+00,-1.6333819206152340e+00,8.5105577770019425e-01,2.4582796356952161e+07,1.4318407516409015e+07
2.1545454545454548e+00,-1.6048719514257741e+00,8.3119053535156195e-01,2.0999429685895413e+07,1.1237509648459606e+07
2.1818181818181817e+00,-1.5714721722851532e+00,8.0811045578613550e-01,2.0788315043022517e+07,1.1905317525754469e+07
2.2090909090909090e+00,-1.5335503079882784e+00,7.6874283513671648e-01,1.8932279569175974e+07,1.0674168014264651e+07
2.2363636363636363e+00,-1.4983977947949252e+00,7.4385339353515523e-01,1.9132173884094067e+07,1.1384922796023209e+07
2.2636363636363637e+00,-1.4309968968554663e+00,6.0359332267577870e-01,1.6251156106306653e+07,7.9936748352396544e+06
2.2909090909090910e+00,-1.3663813972460928e+00,4.0528182183105504e-01,1.4217132652431283e+07,3.8742313542392319e+06
2.3181818181818183e+00,-1.3276400907421966e+00,3.7544627449218715e-01,1.4747260635203604e+07,5.8764078055673921e+06
2.3454545454545452e+00,-1.2726740772363265e+00,2.1348417552246116e-01,1.2167559558628168e+07,1.5187175888097701e+06
2.3727272727272726e+00,-1.2406152508398480e+00,1.6364496802246098e-01,1.0814604229604147e+07,1.8631420446798391e+01
2.3999999999999999e+00,-1.2028789765820305e+00,1.3002342855957064e-01,1.0013820524239732e+07,1.0567489185223159e+04
