2.1000000000000001e+00,-1.6633608839079981e+00,8.7005523759800385e-01,8.8986803238624346e-01,8.5192205952107913e-01
2.1272727272727274e+00,-1.6335148684160017e+00,8.5046533092000043e-01,1.0262903064666145e+00,1.5739180477557655e+00
2.1545454545454548e+00,-1.6027998816519984e+00,8.2947843517599884e-01,1.1988403937002661e+00,2.5265342783065283e+00
2.1818181818181817e+00,-1.5708636776759959e+00,8.0680253811399882e-01,1.2653992838162880e+00,2.6582981571557003e+00
2.2090909090909090e+00,-1.5340889689720008e+00,7.7791472022399921e-01,1.3661354848674907e+00,3.3107853069627362e+00
2.2363636363636363e+00,-1.4898353262599999e+00,7.1660521209200190e-01,1.8529430043607189e+00,1.7569893695708728e+01
2.2636363636363637e+00,-1.4394068161479925e+00,6.5308376731199902e-01,1.7493079158946243e+00,1.6641852628885744e+01
2.2909090909090910e+00,-1.3595701711639978e+00,2.9027848304200066e-01,2.2624564696492615e+00,4.8970162411220912e+02
2.3181818181818183e+00,-1.3184225289800089e+00,3.0159712117599907e-01,1.7631461994958537e+00,6.3455069144881968e+01
2.3454545454545452e+00,-1.2779128186479984e+00,2.0228661788000066e-01,1.9029900737367560e+00,2.5498870265303998e+02
2.3727272727272726e+00,-1.2339500281799967e+00,1.2993537892600027e-01,1.6899726776563087e+00,1.0757404620193068e+02
2.3999999999999999e+00,-1.2080298723000027e+00,1.1954451646999996e-01,1.3611686950094171e+00,9.8488541819045039e+01
