2.1000000000000001e+00,-1.6621055315759938e+00,8.6783384868199720e-01,5.8443578855602570e+07,3.3094875550122105e+07
2.1272727272727274e+00,-1.6343405688999997e+00,8.5233930775800293e-01,5.9910034576729842e+07,3.4836213381671868e+07
2.1545454545454548e+00,-1.6059253972280079e+00,8.3380056234000133e-01,5.1552147387109712e+07,2.8188048252053119e+07
2.1818181818181817e+00,-1.5734989403639990e+00,8.1133868636200179e-01,5.0042757377587117e+07,2.8551937011855792e+07
2.2090909090909090e+00,-1.5344699275440061e+00,7.7390328723200097e-01,4.6786059567968003e+07,2.3997201118609991e+07
2.2363636363636363e+00,-1.4952573086480045e+00,7.3477676716199947e-01,4.4378343449764900e+07,2.0911164572515011e+07
2.2636363636363637e+00,-1.4417665402239981e+00,6.6233532169600007e-01,4.1514885863456175e+07,2.1842982058142580e+07
2.2909090909090910e+00,-1.3842282823880039e+00,5.3209944436200030e-01,3.7016019154296875e+07,1.3267406834421124e+07
2.3181818181818183e+00,-1.3172188482320006e+00,2.5428360832999763e-01,3.1364975675689168e+07,1.2454514780607472e+05
2.3454545454545452e+00,-1.2764497657679965e+00,2.0813482641599898e-01,2.8604162388895229e+07,1.7903851900704994e+06
2.3727272727272726e+00,-1.2422581783399971e+00,1.3513346909600013e-01,2.6009639854049213e+07,9.8488016439810314e+05
2.3999999999999999e+00,-1.2070873653720036e+00,1.2897215256200001e-01,2.5399239582341995e+07,1.0200091087873601e+06
