2.1000000000000001e+00,-1.6603710089062469e+00,8.6791775625000156e-01,1.4406821944410839e-01,1.3957328868073057e-01
2.1272727272727274e+00,-1.6310921306250026e+00,8.4990286273437687e-01,1.5121023255045984e-01,1.7709815691995462e-01
2.1545454545454548e+00,-1.6036242798437477e+00,8.2754782031250074e-01,1.9223788730199079e-01,4.8730138621885305e-01
2.1818181818181817e+00,-1.5649177131250038e+00,7.8828679351562481e-01,2.4726020189432382e-01,1.0995202511406981e+00
2.2090909090909090e+00,-1.5362493948437499e+00,7.7264585421874832e-01,2.3268467949752719e-01,8.5499497620960319e-01
2.2363636363636363e+00,-1.4839556520312505e+00,6.9513163015624801e-01,3.0551360608612288e-01,4.7086999821024222e+01
2.2636363636363637e+00,-1.4612530446874998e+00,7.1202925624999958e-01,2.1507441739792649e-01,8.2920970198351718e-01
2.2909090909090910e+00,-1.4094788889062446e+00,6.3994510039062658e-01,2.5491849397563698e-01,1.6197822501632764e+00
2.3181818181818183e+00,-1.3446842674999957e+00,4.9695864039062637e-01,3.2095304583388690e-01,1.1422667810234802e+01
2.3454545454545452e+00,-1.2709744782812518e+00,3.3051089398437272e-01,2.4651932289184839e-01,1.5718624508015289e+01
2.3727272727272726e+00,-1.2421236364062471e+00,2.9523294796875027e-01,2.1684214398781945e-01,1.2924157289316668e+01
2.3999999999999999e+00,-1.2120324409375052e+00,2.5417927960937525e-01,1.9280097376214853e-01,1.0173546281663583e+01
